"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"04.08.2021","3.903,00","3.909,75","3.925,56","3.888,60","1,35K","-0,17%"
"03.08.2021","3.909,75","3.891,50","3.926,69","3.886,00","3,85K","0,47%"
"02.08.2021","3.891,50","3.878,00","3.896,56","3.835,70","4,42K","0,35%"
"30.07.2021","3.878,00","3.847,60","3.886,40","3.841,31","3,70K","0,79%"
"29.07.2021","3.847,60","3.871,50","3.875,00","3.827,15","4,06K","-0,67%"
"28.07.2021","3.873,50","3.934,00","3.938,90","3.873,00","3,24K","-1,49%"
"27.07.2021","3.932,00","3.913,50","3.939,70","3.897,00","1,09K","0,47%"
"26.07.2021","3.913,50","3.889,00","3.918,13","3.889,00","4,45K","0,63%"
"23.07.2021","3.889,00","3.870,20","3.890,00","3.858,00","3,17K","0,49%"
"22.07.2021","3.870,20","3.855,00","3.880,03","3.848,05","5,54K","0,39%"
"21.07.2021","3.855,00","3.835,50","3.872,20","3.835,50","4,36K","0,51%"
"20.07.2021","3.835,50","3.835,50","3.850,56","3.834,80","2,96K","0,00%"
"19.07.2021","3.835,50","3.817,60","3.859,21","3.817,60","2,97K","0,47%"
"16.07.2021","3.817,60","3.816,02","3.822,68","3.799,50","3,26K","0,04%"
"15.07.2021","3.816,02","3.794,02","3.820,05","3.794,02","4,97K","0,58%"
"14.07.2021","3.794,02","3.823,20","3.823,20","3.786,90","5,46K","-0,76%"
"13.07.2021","3.823,20","3.822,10","3.836,95","3.812,90","0,88K","0,03%"
"12.07.2021","3.822,10","3.831,00","3.842,00","3.815,00","4,44K","-0,23%"
"09.07.2021","3.831,00","3.841,00","3.844,90","3.812,05","0,81K","-0,26%"
"08.07.2021","3.841,00","3.832,00","3.864,50","3.832,00","4,42K","0,23%"
"07.07.2021","3.832,00","3.779,50","3.836,44","3.771,95","3,36K","1,39%"
"06.07.2021","3.779,50","3.743,00","3.800,00","3.738,77","1,06K","1,00%"
"05.07.2021","3.742,00","3.742,00","3.742,00","3.742,00","","0,00%"
"02.07.2021","3.742,00","3.779,00","3.799,00","3.742,00","0,50K","-0,95%"
"01.07.2021","3.778,00","3.749,00","3.792,00","3.724,80","4,17K","0,75%"
"30.06.2021","3.750,00","3.767,50","3.774,80","3.728,80","4,72K","-0,46%"
"29.06.2021","3.767,50","3.703,00","3.777,00","3.703,00","4,40K","1,74%"
"28.06.2021","3.703,00","3.745,15","3.753,63","3.702,80","6,15K","-1,13%"
"25.06.2021","3.745,15","3.766,25","3.775,00","3.724,70","3,53K","-0,56%"
"24.06.2021","3.766,25","3.784,05","3.784,05","3.753,50","4,47K","-0,47%"
"23.06.2021","3.784,05","3.782,10","3.789,99","3.749,35","1,16K","0,05%"
"22.06.2021","3.782,10","3.760,05","3.798,00","3.760,05","1,04K","0,59%"
"21.06.2021","3.760,05","3.769,00","3.769,00","3.740,00","0,87K","-0,24%"
"18.06.2021","3.769,00","3.729,00","3.770,00","3.722,38","4,53K","1,07%"
"17.06.2021","3.729,00","3.674,75","3.739,75","3.674,75","1,19K","1,50%"
"16.06.2021","3.674,00","3.698,00","3.702,95","3.674,00","3,43K","-0,65%"
"15.06.2021","3.698,00","3.654,50","3.705,95","3.654,50","0,67K","1,19%"
"14.06.2021","3.654,50","3.654,50","3.660,25","3.643,51","2,46K","0,00%"
"11.06.2021","3.654,50","3.606,00","3.657,50","3.592,15","3,91K","1,34%"
"10.06.2021","3.606,00","3.589,18","3.609,00","3.578,50","4,03K","0,48%"
"09.06.2021","3.588,93","3.594,35","3.599,07","3.572,75","4,49K","-0,16%"
"08.06.2021","3.594,60","3.607,50","3.612,87","3.584,51","4,76K","-0,36%"
"07.06.2021","3.607,50","3.607,50","3.615,36","3.600,37","2,81K","0,00%"
"04.06.2021","3.607,50","3.661,00","3.661,00","3.593,60","5,76K","-1,46%"
"03.06.2021","3.661,00","3.653,50","3.673,00","3.642,00","5,60K","0,21%"
"02.06.2021","3.653,50","3.666,30","3.666,30","3.624,95","4,60K","-0,35%"
"01.06.2021","3.666,30","3.708,00","3.708,00","3.662,30","4,80K","-1,12%"
"31.05.2021","3.708,00","3.708,00","3.708,00","3.702,76","0,42K","0,00%"
"28.05.2021","3.708,00","3.721,71","3.733,25","3.703,44","3,74K","-0,37%"
"27.05.2021","3.721,71","3.743,00","3.747,40","3.721,71","4,51K","-0,57%"
"26.05.2021","3.743,00","3.739,50","3.760,00","3.732,03","4,84K","0,09%"
"25.05.2021","3.739,50","3.734,50","3.747,01","3.721,11","4,27K","0,13%"
"24.05.2021","3.734,50","3.747,00","3.768,80","3.732,00","4,50K","-0,33%"
"21.05.2021","3.747,00","3.717,30","3.753,70","3.706,50","3,40K","0,76%"
"20.05.2021","3.718,80","3.687,20","3.750,25","3.679,83","5,25K","0,92%"
"19.05.2021","3.684,95","3.660,38","3.695,00","3.653,06","5,11K","0,77%"
"18.05.2021","3.656,71","3.688,03","3.689,20","3.647,38","5,62K","-0,78%"
"17.05.2021","3.685,51","3.685,51","3.689,88","3.679,11","3,11K","0,00%"
"14.05.2021","3.685,51","3.721,11","3.721,11","3.668,01","4,97K","-0,96%"
"13.05.2021","3.721,11","3.750,51","3.753,76","3.711,51","2,46K","-0,78%"
"12.05.2021","3.750,51","3.712,01","3.753,01","3.704,59","5,39K","1,04%"
"11.05.2021","3.712,01","3.706,80","3.728,80","3.684,01","4,39K","0,14%"
"10.05.2021","3.706,80","3.750,01","3.757,20","3.704,01","4,79K","-1,15%"
"07.05.2021","3.750,01","3.804,01","3.806,14","3.750,01","5,33K","-1,42%"
"06.05.2021","3.804,01","3.851,01","3.851,01","3.777,01","5,02K","-1,22%"
"05.05.2021","3.851,01","3.828,38","3.864,16","3.812,51","5,29K","0,56%"
"04.05.2021","3.829,50","3.804,95","3.846,00","3.797,35","5,26K","0,66%"
"03.05.2021","3.804,50","3.753,93","3.834,63","3.745,60","4,06K","1,36%"
"30.04.2021","3.753,30","3.715,11","3.759,05","3.707,68","4,42K","1,03%"
"29.04.2021","3.715,11","3.696,01","3.728,01","3.688,30","4,45K","0,52%"
"28.04.2021","3.696,01","3.717,88","3.723,45","3.691,22","5,21K","-0,60%"
"27.04.2021","3.718,25","3.695,38","3.738,48","3.679,52","4,68K","0,63%"
"26.04.2021","3.695,01","3.628,88","3.696,01","3.626,36","5,26K","1,83%"
"23.04.2021","3.628,50","3.635,35","3.651,50","3.624,00","4,65K","-0,19%"
"22.04.2021","3.635,35","3.614,00","3.643,60","3.597,00","5,26K","0,59%"
"21.04.2021","3.614,00","3.643,00","3.653,90","3.612,00","4,15K","-0,80%"
"20.04.2021","3.643,00","3.627,00","3.645,40","3.619,75","3,74K","0,44%"
"19.04.2021","3.627,00","3.603,38","3.630,80","3.593,39","3,80K","0,67%"
"16.04.2021","3.603,01","3.611,62","3.620,03","3.587,43","4,45K","-0,25%"
"15.04.2021","3.612,00","3.656,80","3.656,80","3.604,70","4,04K","-1,23%"
"14.04.2021","3.656,80","3.668,50","3.682,79","3.652,30","5,32K","-0,32%"
"13.04.2021","3.668,50","3.665,00","3.676,70","3.656,50","4,58K","0,10%"
"12.04.2021","3.665,00","3.659,50","3.666,50","3.637,55","4,24K","0,15%"
"09.04.2021","3.659,50","3.629,05","3.662,50","3.629,05","4,64K","0,84%"
"08.04.2021","3.629,05","3.654,59","3.654,59","3.625,57","4,85K","-0,70%"
"07.04.2021","3.654,59","3.636,75","3.662,50","3.616,45","5,57K","0,50%"
"06.04.2021","3.636,50","3.674,00","3.674,00","3.632,00","3,84K","-1,02%"
"05.04.2021","3.674,00","3.655,45","3.674,00","3.628,75","4,39K","0,34%"
"02.04.2021","3.661,70","3.661,70","3.661,70","3.657,91","0,31K","0,00%"
"01.04.2021","3.661,70","3.666,45","3.669,01","3.654,75","0,45K","0,00%"
"31.03.2021","3.661,70","3.730,00","3.730,75","3.660,75","0,94K","-1,83%"
"30.03.2021","3.730,00","3.718,99","3.755,00","3.710,56","1,07K","0,30%"
"29.03.2021","3.718,99","3.689,89","3.719,50","3.689,89","0,99K","0,79%"
"26.03.2021","3.689,89","3.668,00","3.691,20","3.640,00","4,88K","0,60%"
"25.03.2021","3.668,00","3.649,40","3.669,49","3.645,10","5,32K","0,51%"
"24.03.2021","3.649,40","3.619,50","3.650,50","3.609,24","5,29K","0,83%"
"23.03.2021","3.619,50","3.560,15","3.620,40","3.553,63","5,63K","1,69%"
"22.03.2021","3.559,40","3.558,90","3.570,00","3.552,29","0,92K","0,01%"
"19.03.2021","3.558,90","3.547,10","3.563,60","3.538,03","4,90K","0,33%"
"18.03.2021","3.547,10","3.571,25","3.595,00","3.538,55","5,88K","-0,67%"
"17.03.2021","3.571,00","3.559,50","3.583,51","3.557,73","4,80K","0,32%"
"16.03.2021","3.559,50","3.555,75","3.566,30","3.540,02","5,40K","0,01%"
"15.03.2021","3.559,00","3.578,50","3.594,25","3.557,00","4,52K","-0,48%"
"12.03.2021","3.576,00","3.556,00","3.589,88","3.543,98","5,53K","0,56%"
"11.03.2021","3.556,00","3.553,50","3.558,12","3.516,11","6,41K","0,09%"
"10.03.2021","3.552,75","3.592,50","3.594,75","3.543,76","5,65K","-1,11%"
"09.03.2021","3.592,50","3.604,70","3.611,61","3.587,20","5,53K","-0,34%"
"08.03.2021","3.604,70","3.635,15","3.661,60","3.600,25","5,56K","-0,84%"
"05.03.2021","3.635,15","3.644,90","3.671,31","3.614,50","6,27K","-0,27%"
"04.03.2021","3.644,90","3.681,09","3.682,34","3.621,50","5,94K","-0,98%"
"03.03.2021","3.681,09","3.656,25","3.681,99","3.648,94","6,15K","0,67%"
"02.03.2021","3.656,50","3.620,00","3.662,38","3.614,91","5,64K","1,02%"
"01.03.2021","3.619,50","3.646,00","3.647,32","3.602,00","5,68K","-0,75%"
"26.02.2021","3.647,00","3.610,45","3.651,95","3.603,90","5,12K","1,01%"
"25.02.2021","3.610,45","3.565,00","3.612,06","3.564,50","4,84K","1,27%"
"24.02.2021","3.565,00","3.594,50","3.594,50","3.562,00","5,18K","-0,82%"
"23.02.2021","3.594,50","3.593,50","3.599,24","3.582,53","4,89K","0,03%"
"22.02.2021","3.593,50","3.571,80","3.624,50","3.564,66","5,23K","0,61%"
"19.02.2021","3.571,80","3.547,33","3.579,00","3.532,50","6,31K","0,69%"
"18.02.2021","3.547,33","3.528,20","3.549,40","3.516,10","6,02K","0,54%"
"17.02.2021","3.528,20","3.522,50","3.566,85","3.515,96","4,81K","0,04%"
"16.02.2021","3.526,83","3.495,38","3.534,88","3.488,40","5,16K","0,87%"
"15.02.2021","3.496,50","3.502,00","3.507,88","3.487,40","3,57K","0,00%"
"12.02.2021","3.496,50","3.526,50","3.539,56","3.496,00","5,73K","-0,85%"
"11.02.2021","3.526,50","3.559,75","3.559,75","3.517,50","5,36K","-0,93%"
"10.02.2021","3.559,50","3.576,30","3.586,25","3.541,00","6,05K","-0,47%"
"09.02.2021","3.576,30","3.571,00","3.597,95","3.561,43","5,96K","0,15%"
"08.02.2021","3.571,00","3.555,50","3.575,50","3.538,52","4,89K","0,44%"
"05.02.2021","3.555,50","3.558,19","3.561,31","3.531,10","5,23K","-0,08%"
"04.02.2021","3.558,19","3.535,58","3.577,41","3.525,62","5,18K","0,64%"
"03.02.2021","3.535,70","3.529,20","3.545,01","3.510,01","4,86K","0,18%"
"02.02.2021","3.529,20","3.573,01","3.573,01","3.507,51","5,47K","-1,23%"
"01.02.2021","3.573,01","3.569,51","3.584,70","3.540,51","4,84K","0,11%"
"29.01.2021","3.569,01","3.560,01","3.580,01","3.538,41","4,48K","0,25%"
"28.01.2021","3.560,01","3.605,51","3.632,61","3.552,26","4,32K","-1,28%"
"27.01.2021","3.606,01","3.613,51","3.665,91","3.606,01","5,37K","-0,21%"
"26.01.2021","3.613,51","3.587,76","3.614,45","3.560,05","5,09K","0,71%"
"25.01.2021","3.588,01","3.527,70","3.616,66","3.527,70","5,09K","1,71%"
"22.01.2021","3.527,70","3.481,78","3.537,09","3.473,16","4,42K","1,32%"
"21.01.2021","3.481,78","3.467,01","3.492,61","3.450,01","4,74K","0,43%"
"20.01.2021","3.467,01","3.491,66","3.496,01","3.463,61","3,77K","-0,71%"
"19.01.2021","3.491,66","3.478,01","3.499,51","3.451,05","4,73K","0,39%"
"18.01.2021","3.478,01","3.462,11","3.484,05","3.462,11","0,67K","0,46%"
"15.01.2021","3.462,11","3.446,43","3.480,30","3.446,43","4,60K","0,45%"
"14.01.2021","3.446,43","3.476,82","3.484,53","3.446,43","4,48K","-0,88%"
"13.01.2021","3.476,94","3.477,00","3.498,04","3.463,08","4,81K","0,00%"
"12.01.2021","3.477,00","3.494,50","3.501,66","3.462,85","4,10K","-0,69%"
"11.01.2021","3.501,00","3.475,15","3.530,65","3.468,90","3,65K","0,93%"
"08.01.2021","3.468,90","3.489,49","3.500,51","3.464,70","5,33K","-0,60%"
"07.01.2021","3.489,99","3.415,30","3.496,70","3.409,88","7,74K","2,21%"
"06.01.2021","3.414,55","3.443,50","3.444,75","3.409,55","8,39K","-0,86%"
"05.01.2021","3.444,00","3.450,25","3.470,54","3.430,00","7,60K","-0,16%"
"04.01.2021","3.449,50","3.416,50","3.451,30","3.379,71","7,36K","0,80%"
"01.01.2021","3.422,00","3.422,00","3.422,00","3.422,00","","0,00%"
"31.12.2020","3.422,00","3.427,00","3.429,00","3.415,53","0,62K","0,00%"
"30.12.2020","3.422,00","3.474,50","3.475,81","3.414,00","0,96K","-1,51%"
"29.12.2020","3.474,50","3.498,75","3.503,75","3.471,10","1,13K","-0,73%"
"28.12.2020","3.500,00","3.516,50","3.518,00","3.481,50","1,08K","-0,43%"
"25.12.2020","3.515,00","3.515,00","3.515,00","3.515,00","","0,00%"
"24.12.2020","3.515,00","3.500,00","3.516,00","3.480,00","0,98K","0,43%"
"23.12.2020","3.500,00","3.465,00","3.502,45","3.455,00","1,24K","1,01%"
"22.12.2020","3.465,00","3.431,00","3.466,00","3.424,15","7,34K","0,99%"
"21.12.2020","3.431,00","3.419,50","3.474,80","3.419,50","1,06K","0,34%"
"18.12.2020","3.419,50","3.414,10","3.428,20","3.411,07","6,33K","0,16%"
"17.12.2020","3.414,10","3.420,36","3.422,36","3.399,55","5,91K","-0,19%"
"16.12.2020","3.420,61","3.419,70","3.424,42","3.405,01","6,65K","0,03%"
"15.12.2020","3.419,70","3.428,00","3.435,85","3.413,79","6,61K","-0,24%"
"14.12.2020","3.428,00","3.438,10","3.438,10","3.409,00","4,73K","-0,29%"
"11.12.2020","3.438,10","3.420,45","3.441,95","3.415,05","6,62K","0,52%"
"10.12.2020","3.420,45","3.476,50","3.483,25","3.418,50","8,58K","-1,61%"
"09.12.2020","3.476,50","3.491,00","3.496,48","3.454,00","6,81K","-0,40%"
"08.12.2020","3.490,50","3.490,00","3.501,03","3.477,00","4,00K","0,01%"
"07.12.2020","3.490,00","3.466,00","3.496,09","3.466,00","7,36K","0,69%"
"04.12.2020","3.466,00","3.468,50","3.478,00","3.451,00","8,08K","-0,07%"
"03.12.2020","3.468,50","3.522,02","3.525,03","3.468,50","8,84K","-1,52%"
"02.12.2020","3.522,02","3.548,50","3.564,38","3.521,70","9,55K","-0,75%"
"01.12.2020","3.548,50","3.596,25","3.597,50","3.540,60","7,73K","-1,33%"
"30.11.2020","3.596,25","3.606,90","3.613,24","3.580,39","9,02K","-0,30%"
"27.11.2020","3.606,90","3.617,70","3.628,50","3.604,20","5,82K","-0,30%"
"26.11.2020","3.617,70","3.617,70","3.628,63","3.608,03","8,59K","0,00%"
"25.11.2020","3.617,70","3.636,00","3.647,00","3.611,34","7,51K","-0,50%"
"24.11.2020","3.636,00","3.647,55","3.656,07","3.629,25","7,83K","-0,32%"
"23.11.2020","3.647,55","3.632,95","3.649,22","3.611,00","8,22K","0,40%"
"20.11.2020","3.632,95","3.649,95","3.665,45","3.628,50","7,82K","-0,47%"
"19.11.2020","3.649,95","3.643,50","3.659,13","3.637,90","8,07K","0,18%"
"18.11.2020","3.643,50","3.644,50","3.659,51","3.623,69","7,27K","-0,03%"
"17.11.2020","3.644,50","3.637,65","3.652,90","3.617,50","8,24K","0,00%"
"16.11.2020","3.644,40","3.649,65","3.651,94","3.636,20","4,45K","0,03%"
"13.11.2020","3.643,40","3.644,05","3.651,00","3.631,18","7,61K","-0,02%"
"12.11.2020","3.644,05","3.636,50","3.667,45","3.631,73","7,95K","0,14%"
"11.11.2020","3.639,00","3.632,75","3.646,69","3.624,90","0,73K","0,21%"
"10.11.2020","3.631,50","3.650,83","3.675,25","3.625,34","8,28K","-0,49%"
"09.11.2020","3.649,20","3.722,88","3.723,09","3.622,88","7,99K","-1,98%"
"06.11.2020","3.723,00","3.754,00","3.775,00","3.719,15","8,60K","-0,83%"
"05.11.2020","3.754,00","3.815,82","3.818,06","3.752,00","8,80K","-1,62%"
"04.11.2020","3.815,82","3.819,75","3.825,75","3.787,25","8,17K","-0,10%"
"03.11.2020","3.819,50","3.865,10","3.870,85","3.811,00","6,76K","-1,29%"
"02.11.2020","3.869,35","3.875,10","3.885,74","3.864,28","6,23K","-0,03%"
"30.10.2020","3.870,35","3.861,25","3.873,50","3.846,47","6,97K","0,24%"
"29.10.2020","3.861,25","3.830,00","3.866,00","3.829,34","3,69K","0,82%"
"28.10.2020","3.830,00","3.809,10","3.854,15","3.802,38","7,53K","0,54%"
"27.10.2020","3.809,60","3.814,85","3.820,15","3.797,88","6,35K","-0,14%"
"26.10.2020","3.814,85","3.789,50","3.818,77","3.781,93","5,16K","0,67%"
"23.10.2020","3.789,50","3.784,00","3.793,49","3.770,00","5,84K","0,15%"
"22.10.2020","3.784,00","3.766,50","3.795,90","3.754,50","6,38K","0,46%"
"21.10.2020","3.766,50","3.825,00","3.826,00","3.761,39","7,10K","-1,53%"
"20.10.2020","3.825,00","3.844,75","3.847,18","3.815,69","6,62K","-0,51%"
"19.10.2020","3.844,75","3.848,10","3.849,45","3.834,50","5,76K","-0,09%"
"16.10.2020","3.848,10","3.850,25","3.852,00","3.827,68","3,03K","-0,06%"
"15.10.2020","3.850,25","3.839,00","3.862,74","3.837,11","3,22K","0,29%"
"14.10.2020","3.839,00","3.862,00","3.862,00","3.835,00","1,21K","-0,60%"
"13.10.2020","3.862,00","3.825,50","3.864,00","3.825,50","3,34K","0,89%"
"12.10.2020","3.828,00","3.828,00","3.837,36","3.827,91","0,90K","0,00%"
"09.10.2020","3.828,00","3.842,25","3.843,04","3.817,45","4,07K","-0,30%"
"08.10.2020","3.839,50","3.844,20","3.848,80","3.830,53","3,62K","-0,12%"
"07.10.2020","3.844,20","3.833,00","3.850,00","3.808,63","4,31K","0,29%"
"06.10.2020","3.833,00","3.829,59","3.845,30","3.806,78","5,08K","0,09%"
"05.10.2020","3.829,59","3.871,50","3.877,99","3.827,26","4,92K","-1,10%"
"02.10.2020","3.872,00","3.845,50","3.905,60","3.845,50","5,42K","0,69%"
"01.10.2020","3.845,50","3.827,50","3.858,50","3.797,57","4,77K","0,48%"
"30.09.2020","3.827,00","3.886,95","3.906,75","3.826,75","4,77K","-1,54%"
"29.09.2020","3.886,95","3.873,00","3.896,85","3.858,92","5,21K","0,36%"
"28.09.2020","3.873,00","3.886,75","3.886,90","3.830,20","4,34K","-0,36%"
"25.09.2020","3.887,00","3.827,00","3.893,85","3.824,43","5,20K","1,57%"
"24.09.2020","3.827,00","3.862,18","3.908,32","3.826,50","6,79K","-0,84%"
"23.09.2020","3.859,53","3.831,43","3.878,88","3.825,12","6,65K","0,89%"
"22.09.2020","3.825,64","3.794,30","3.845,94","3.782,56","5,11K","1,03%"
"21.09.2020","3.786,82","3.735,47","3.807,09","3.731,66","4,35K","1,52%"
"18.09.2020","3.730,01","3.714,36","3.738,26","3.707,70","4,20K","0,40%"
"17.09.2020","3.715,01","3.686,84","3.728,34","3.686,20","4,83K","0,61%"
"16.09.2020","3.692,38","3.704,30","3.724,20","3.684,35","5,11K","0,02%"
"15.09.2020","3.691,50","3.692,78","3.704,03","3.668,61","4,61K","0,03%"
"14.09.2020","3.690,50","3.705,25","3.723,25","3.666,75","4,60K","-0,41%"
"11.09.2020","3.705,51","3.710,11","3.726,11","3.688,01","7,25K","-0,12%"
"10.09.2020","3.710,11","3.713,91","3.716,66","3.675,01","7,12K","-0,01%"
"09.09.2020","3.710,65","3.742,69","3.742,69","3.710,65","6,71K","-0,74%"
"08.09.2020","3.738,50","3.711,50","3.772,86","3.711,50","3,86K","0,63%"
"07.09.2020","3.715,00","3.718,38","3.719,12","3.715,00","0,01K","0,00%"
"04.09.2020","3.715,01","3.691,11","3.723,01","3.671,22","7,05K","0,65%"
"03.09.2020","3.691,00","3.659,22","3.697,80","3.621,52","8,23K","0,93%"
"02.09.2020","3.657,00","3.678,75","3.690,77","3.641,14","8,06K","-0,51%"
"01.09.2020","3.675,85","3.745,11","3.745,21","3.667,41","7,77K","-1,74%"
"31.08.2020","3.741,00","3.745,29","3.766,49","3.726,93","8,80K","-0,12%"
"28.08.2020","3.745,50","3.816,43","3.836,74","3.739,30","8,11K","-1,85%"
"27.08.2020","3.816,00","3.839,64","3.849,54","3.804,92","8,04K","-0,51%"
"26.08.2020","3.835,55","3.871,54","3.884,84","3.831,13","9,03K","-0,76%"
"25.08.2020","3.865,00","3.855,67","3.887,42","3.834,49","7,89K","0,26%"
"24.08.2020","3.855,00","3.834,81","3.857,81","3.808,06","9,09K","0,50%"
"21.08.2020","3.836,00","3.804,00","3.848,18","3.791,52","8,56K","0,84%"
"20.08.2020","3.804,00","3.755,84","3.804,00","3.755,84","6,94K","1,25%"
"19.08.2020","3.757,00","3.783,92","3.794,94","3.754,42","8,79K","-0,74%"
"18.08.2020","3.785,00","3.781,34","3.791,47","3.768,34","9,40K","-0,21%"
"17.08.2020","3.793,00","3.803,00","3.805,90","3.784,32","4,08K","0,00%"
"14.08.2020","3.793,00","3.772,00","3.796,88","3.765,10","7,60K","0,66%"
"13.08.2020","3.768,17","3.761,69","3.780,39","3.749,27","8,33K","0,32%"
"12.08.2020","3.756,00","3.741,24","3.761,89","3.733,76","8,92K","0,45%"
"11.08.2020","3.739,17","3.782,24","3.782,24","3.739,17","7,85K","-0,87%"
"10.08.2020","3.772,07","3.746,78","3.786,68","3.743,22","8,15K","0,78%"
"07.08.2020","3.743,00","3.743,94","3.768,19","3.742,19","5,62K","0,00%"
"06.08.2020","3.743,00","3.775,50","3.788,75","3.737,00","7,79K","-0,87%"
"05.08.2020","3.776,00","3.780,52","3.786,20","3.757,42","8,11K","-0,13%"
"04.08.2020","3.781,01","3.768,90","3.802,31","3.761,38","6,62K","0,40%"
"03.08.2020","3.765,83","3.737,48","3.777,10","3.729,02","6,46K","0,87%"
"31.07.2020","3.733,33","3.721,10","3.738,50","3.716,31","7,90K","0,29%"
"30.07.2020","3.722,50","3.705,40","3.751,90","3.698,21","8,22K","0,44%"
"29.07.2020","3.706,01","3.724,31","3.726,30","3.696,26","8,71K","-0,48%"
"28.07.2020","3.724,01","3.674,86","3.739,01","3.669,16","8,81K","1,36%"
"27.07.2020","3.674,17","3.698,37","3.698,52","3.673,67","8,43K","-0,54%"
"24.07.2020","3.694,00","3.668,70","3.703,47","3.660,69","7,20K","0,77%"
"23.07.2020","3.665,69","3.640,11","3.673,03","3.634,43","8,36K","0,79%"
"22.07.2020","3.637,00","3.622,28","3.639,72","3.615,84","7,88K","0,39%"
"21.07.2020","3.623,01","3.651,90","3.651,90","3.612,81","7,58K","-0,74%"
"20.07.2020","3.650,07","3.657,87","3.663,47","3.648,66","3,23K","-0,08%"
"17.07.2020","3.653,10","3.644,50","3.666,00","3.635,52","3,48K","0,34%"
"16.07.2020","3.640,72","3.626,79","3.648,01","3.620,55","2,30K","0,55%"
"15.07.2020","3.620,80","3.627,69","3.628,04","3.602,92","0,69K","-0,09%"
"14.07.2020","3.624,00","3.619,11","3.648,04","3.612,87","7,38K","0,18%"
"13.07.2020","3.617,48","3.613,39","3.626,59","3.609,39","7,25K","0,21%"
"10.07.2020","3.610,00","3.623,20","3.627,24","3.604,50","6,74K","-0,30%"
"09.07.2020","3.620,74","3.645,12","3.650,70","3.620,74","7,26K","-0,48%"
"08.07.2020","3.638,26","3.629,31","3.646,53","3.619,47","7,06K","0,34%"
"07.07.2020","3.626,01","3.632,34","3.649,26","3.622,45","7,55K","-0,30%"
"06.07.2020","3.637,01","3.645,31","3.645,31","3.611,87","6,93K","-0,36%"
"03.07.2020","3.650,05","3.648,74","3.658,56","3.638,10","8,66K","0,12%"
"02.07.2020","3.645,50","3.713,25","3.715,99","3.642,25","8,59K","-1,86%"
"01.07.2020","3.714,50","3.755,98","3.760,23","3.711,63","7,95K","-1,08%"
"30.06.2020","3.755,16","3.750,34","3.786,87","3.734,24","7,01K","0,07%"
"29.06.2020","3.752,66","3.753,99","3.764,69","3.746,24","6,95K","0,04%"
"26.06.2020","3.751,00","3.732,00","3.771,00","3.725,60","7,54K","0,52%"
"25.06.2020","3.731,50","3.726,88","3.741,57","3.723,48","8,09K","0,08%"
"24.06.2020","3.728,51","3.699,64","3.729,65","3.699,64","8,15K","0,77%"
"23.06.2020","3.700,00","3.727,65","3.727,70","3.693,23","7,90K","-0,74%"
"22.06.2020","3.727,50","3.744,75","3.748,99","3.722,75","4,72K","-0,55%"
"19.06.2020","3.748,00","3.751,20","3.754,95","3.708,90","0,70K","-0,20%"
"18.06.2020","3.755,37","3.757,48","3.788,37","3.751,33","9,87K","0,20%"
"17.06.2020","3.747,79","3.750,54","3.768,24","3.726,74","4,40K","0,02%"
"16.06.2020","3.747,00","3.775,46","3.775,46","3.718,96","8,10K","-0,86%"
"15.06.2020","3.779,43","3.780,92","3.792,42","3.776,31","6,63K","0,02%"
"12.06.2020","3.778,50","3.773,00","3.782,67","3.737,80","7,08K","0,23%"
"11.06.2020","3.769,89","3.676,82","3.777,86","3.670,64","9,00K","2,67%"
"10.06.2020","3.672,00","3.655,44","3.690,19","3.640,94","8,04K","0,49%"
"09.06.2020","3.654,16","3.610,96","3.668,54","3.606,36","7,66K","1,26%"
"08.06.2020","3.608,61","3.575,98","3.617,32","3.569,78","7,16K","0,99%"
"05.06.2020","3.573,20","3.590,25","3.591,75","3.544,25","8,00K","-0,25%"
"04.06.2020","3.582,00","3.605,20","3.624,87","3.582,00","7,92K","-0,69%"
"03.06.2020","3.607,00","3.633,94","3.635,49","3.560,00","8,04K","-0,75%"
"02.06.2020","3.634,15","3.722,56","3.726,66","3.620,66","8,15K","-2,23%"
"01.06.2020","3.716,89","3.732,76","3.737,26","3.706,76","5,06K","-0,35%"
"29.05.2020","3.730,00","3.700,00","3.738,20","3.694,49","6,09K","0,90%"
"28.05.2020","3.696,67","3.736,49","3.744,72","3.694,83","7,58K","-1,02%"
"27.05.2020","3.734,90","3.729,75","3.754,77","3.726,35","6,79K","0,15%"
"26.05.2020","3.729,27","3.772,95","3.781,24","3.709,64","6,71K","-1,30%"
"25.05.2020","3.778,46","3.773,53","3.780,40","3.768,03","0,18K","0,09%"
"22.05.2020","3.775,03","3.770,80","3.799,80","3.763,00","7,34K","0,19%"
"21.05.2020","3.767,88","3.818,91","3.821,37","3.762,83","7,65K","-1,20%"
"20.05.2020","3.813,55","3.840,24","3.840,24","3.796,54","7,98K","-0,59%"
"19.05.2020","3.836,00","3.853,00","3.857,50","3.809,60","7,44K","-0,43%"
"18.05.2020","3.852,50","3.910,50","3.914,00","3.827,60","8,15K","-1,50%"
"15.05.2020","3.911,28","3.944,50","3.946,50","3.911,28","8,07K","-0,73%"
"14.05.2020","3.940,06","3.916,38","3.962,89","3.910,23","7,37K","0,77%"
"13.05.2020","3.910,01","3.888,16","3.918,88","3.876,16","7,45K","0,75%"
